ipo_firm,assignee_firm,ticker,is_common,patent_cnt
NeuStar Inc,"Neustar Information Services, Inc.",NSR,0,5
NeuStar Inc,"Neustar IP Intelligence, Inc.",NSR,0,6
NeuStar Inc,"Neustar, Inc.",NSR,0,43
Neutral Posture Ergonomics Inc,"Neutral Posture Ergonomics, Inc.",NTRL,0,8
Neutral Tandem Inc,"Neutral Tandem, Inc.",TNDM,1,2
Nevro Corp,Nevro Corporation,NVRO,0,132
NEW ENGLAND BUSINESS SERVICE,"New England Business Service, Inc.",NEBS,1,1
New Era of Networks Inc,"New Era of Networks, Inc.",NEON,1,2
New Focus Inc,"New Focus Lighting & Power Technology (Shanghai) Co., Ltd.",NUFO,1,6
New Focus Inc,"New Focus, Inc.",NUFO,1,67
New Focus Inc,"New Focus, Inc., a Delaware Corporation",NUFO,1,1
New Holland,New Holland Braud S.A.,NH,1,3
New Holland,"New Holland Brewing Company, LLC",NH,1,1
New Holland,New Holland Inc.,NH,1,57
New Holland,"New Holland North America, Inc.",NH,1,361
New Holland,New Holland U.K. Ltd.,NH,1,14
New Image Industries,"New Image Industries, Inc.",NIIS,1,2
New Relic Inc,"New Relic, Inc.",NEWR,1,10
New River Pharmaceuticals Inc,New River Pharmaceuticals Inc.,NRPH,1,9
New York & Co Inc,"New York & Company, Inc.",NWY,1,2
NEW YORK AIR,New York Air Brake Corporation,NYAL,1,271
NEW YORK AIR,"New York Air Brakes, LLC",NYAL,1,1
Newbridge Networks,Newbridge Networks Corporation,NNCXF,0,26
NewLink Genetics Corp,NewLink Genetics Corporation,NLNK,0,20
Newmont Gold,Newmont Gold Company,NGC,0,15
Newmont Gold,"Newmont Gold Company and Outomec U.S.A., Inc.",NGC,0,1
NeXagen,Nexagen Corp.,NXGN,0,4
Nexar Technologies Inc,"Nexar Technologies, Inc.",NEXR,0,2
NexGen Inc,"Nexgen Ag, LLC",NXGN,0,2
NexGen Inc,"NEXGEN BIOTECHNOLOGIES, INC.",NXGN,0,4
NexGen Inc,NEXGEN COMPOSITES LLC,NXGN,0,2
NexGen Inc,Nexgen Flight LLC.,NXGN,0,2
NexGen Inc,Nexgen Framing Solutions LLC,NXGN,0,1
NexGen Inc,NexGen Innovation LLC,NXGN,0,1
NexGen Inc,Nexgen Mediatech Inc.,NXGN,0,3
NexGen Inc,"Nexgen Medical Systems, Inc.",NXGN,0,4
NexGen Inc,"NexGen Medical Systems, Incorporated",NXGN,0,2
NexGen Inc,Nexgen Microsystems,NXGN,0,10
NexGen Inc,"NEXGEN POWER SYSTEMS, INC.",NXGN,0,4
NexGen Inc,"NexGen Semi Holding, Inc.",NXGN,0,12
NexGen Inc,"Nexgen Spine, Inc.",NXGN,0,1
NexGen Inc,"NexGen Storage, Inc.",NXGN,0,10
NexGen Inc,"NexGen, Inc.",NXGN,0,10
NeXt Innovation Corp,Next Innovation Inc.,GSVC,1,1
Next Level Communications,Next Level Communications,NXTV,1,37
Nextcard Inc,"NextCard, Inc.",NXCD,0,11
Nextest Systems Corp,Nextest Systems Corporation,NEXT,0,9
NFO Research,"NFO Research, Inc.",NFOR,0,2
NI INDUSTRIES,"NI Industries, Inc.",NIN,1,28
Nichols Institute,Nichols Aluminum,LAB,1,2
Nichols Institute,"Nichols Aluminum-Golden, Inc.",LAB,1,5
Nichols Institute,"Nichols Applied Technology, Inc.",LAB,1,2
Nichols Institute,Nichols Engineering & Research Corp.,LAB,1,5
Nichols Institute,Nichols Engineering & Research Corporation,LAB,1,8
Nichols Institute,Nichols Engineering Societe Anonyme,LAB,1,1
Nichols Institute,"Nichols Hydraulic Products, Ltd.",LAB,1,1
Nichols Institute,Nichols Institute,LAB,1,1
Nichols Institute,Nichols Institute Diagnostics,LAB,1,3
Nichols Institute,Nichols Institute for Endocrinology,LAB,1,2
Nichols Institute,Nichols Research Corporation,LAB,1,2
Nichols Research,Nichols Research Corporation,NRES,1,2
Nichols Institute,"Nichols Technologies, Inc.",LAB,1,1
Nichols Institute,"Nichols Therapy Systems, LLC",LAB,1,4
Nichols Institute,"Nichols Tillage Tools, Inc.",LAB,1,1
Nichols Institute,"Nichols-Homeshield, Inc.",LAB,1,5
Nichols-Homeshield,"Nichols-Homeshield, Inc.",NHIC,0,5
Nichols Institute,NICHOLS-IP PLLC,LAB,1,1
Nichols Institute,"Nichols-Reeves Enterprises, LLC",LAB,1,3
Nichols Institute,"Nichols, Farrow, Schwien and Schwien",LAB,1,1
NIKE,Nike Bauer Hockey Corp.,NIKE,1,7
NIKE,"Nike Bauer Hockey U.S.A., Inc.",NIKE,1,3
NIKE,Nike Hydraulics AB,NIKE,1,5
NIKE,Nike Innovate C.V.,NIKE,1,1
NIKE,Nike International Ltd.,NIKE,1,188
NIKE,"Nike International, Inc.",NIKE,1,1
NIKE,"Nike Partners, L.P.",NIKE,1,2
NIKE,"Nike Securities, L.P.",NIKE,1,1
NIKE,"Nike USA, Inc.",NIKE,1,4
NIKE,"NIKE, Inc.",NIKE,1,9135
NIKE,"Nike, Inc. & Nike International, Ltd.",NIKE,1,7
Niku Corp,NIKU,NIKU,0,2
Niku Corp,Niku Corporation,NIKU,0,1
Nimble Storage Inc,"Nimble Storage, Inc.",NMBL,0,36
Nine West Group,Nine West Group,NIN,1,1
Nine West Group,"Nine West Group, Inc.",NIN,1,17
Nitinol Medical Technologies,"Nitinol Medical Technologies, Inc.",NMTI,0,11
NitroMed Inc,"NitroMed, Inc.",NTMD,0,93
NITRON,Nitron Corp.,NITR,0,1
NITRON,Nitron Corporation/McDonnell-Douglas Corporation,NITR,0,1
Nivalis Therapeutics Inc,"Nivalis Therapeutics, Inc.",NVLS,0,19
Noble International Ltd,"Noble International, Inc.",NIL,1,5
Noble International Ltd,"Noble International, Ltd.",NIL,1,1
Noel Group,Noel Group LLC,NOEL,1,24
Noise Com,Noise Cancellation Tech,NCIS,1,1
Noise Com,"Noise Cancellation Technologies, Inc.",NCIS,1,73
Noise Com,"Noise Free Wireless, Inc.",NCIS,1,1
Noise Com,"NOISE LABORATORY CO., LTD.",NCIS,1,2
Noise Com,Noise Solutions Inc.,NCIS,1,7
Noise Com,"Noise Toys, Inc.",NCIS,1,2
Norand,Norand,NRND,0,1
Norand,Norand Corporation,NRND,0,245
Norand,Norand Technology Corporation,NRND,0,6
NORTH ATLANTIC TECH,"North Atlantic Technologies, Inc.",NATT,1,2
Northfield Laboratories,Northfield Laboratories Pty. LTD,NFLD,0,1
Northfield Laboratories,"Northfield Laboratories, Inc.",NFLD,0,17
Northstar Neuroscience Inc,"Northstar Neuroscience, Inc.",NSTR,0,16
Northwest Airlines,"Northwest Airlines, Inc.",NWAC,1,3
Northwest Biotherapeutics Inc,"Northwest Biotherapeutics, Inc.",NWBT,0,13
Northwest Pipe,Northwest Pipe & Casing Co.,NWPX,1,1
Northwest Pipe,Northwest Pipe Company,NWPX,1,3
Northwest Pipe,Northwest Pipeline Corporation,NWPX,1,1
Norwood Promotional Products,"Norwood Promotional Products, Inc.",NPPI,1,11
Nova,Nova,NIS,1,1
Nova,"Nova Associates, Inc.",NIS,1,3
Nova,"Nova Automatic Systems, Inc.",NIS,1,1
Nova,NOVA Bio-Pharma Technologies Limited,NIS,1,1
Nova,"Nova Biogenetics, Inc.",NIS,1,1
Nova,Nova Biomedical Corporation,NIS,1,56
Nova,"Nova Bus, a division of Volvo Group Canada Inc.",NIS,1,4
Nova,"Nova Bus, Division de Groupe Volvo Canada Inc.",NIS,1,2
Nova,"Nova Celltrak, Inc.",NIS,1,2
Nova,Nova Chem Limited,NIS,1,2
Nova,NOVA Chemicals (International) S.A.,NIS,1,264
Nova,Nova Chemicals Corporation,NIS,1,5
Nova,Nova Chemicals Europe Limited,NIS,1,1
Nova,NOVA Chemicals Inc.,NIS,1,64
Nova,"Nova Co., Ltd.",NIS,1,22
Nova,"Nova Coil, Inc.",NIS,1,3
Nova,"Nova Composites, Inc.",NIS,1,1
Nova,"Nova Concepts, Inc.",NIS,1,1
Nova,Nova Construction Company Limited,NIS,1,1
Nova,Nova Controls,NIS,1,2
Nova,"Nova Corbyn, S.A.",NIS,1,1
Nova,Nova Corporation of Alberta,NIS,1,9
Nova,NOVA Corporation of America,NIS,1,1
Nova,"Nova Cruz Products, Inc.",NIS,1,1
Nova,"Nova Crystals, Inc.",NIS,1,6
Nova,"Nova Design Partners, L.P.",NIS,1,1
Nova,"Nova Diagnostics, LLC",NIS,1,1
Nova,"Nova Dynamics, LLC",NIS,1,2
Nova,Nova Electrik Sanayi Ve Ticaret A.S.,NIS,1,1
Nova,Nova Engineering Ltd.,NIS,1,1
Nova,"Nova Finishing Systems, Inc.",NIS,1,1
Nova,Nova Gas Transmission Ltd.,NIS,1,4
Nova,Nova Glo International Ltd.,NIS,1,1
Nova,"Nova Greentech, Inc.",NIS,1,3
Nova,"Nova Healthcare Industries, Inc.",NIS,1,1
Nova,"Nova Horseshoe Co., Ltd.",NIS,1,1
Nova,Nova Husky Research Corporation,NIS,1,8
Nova,Nova Industries,NIS,1,1
Nova,"Nova Industries, Inc.",NIS,1,3
Nova,Nova Informationstechnik GmbH,NIS,1,1
Nova,"Nova Institute of Technology, Inc.",NIS,1,1
Nova,Nova International Corporation CC,NIS,1,2
Nova,Nova Laboratories,NIS,1,1
Nova,"Nova Laboratory Co., Ltd.",NIS,1,1
Nova,Nova Lumos Ltd.,NIS,1,3
Nova,"Nova Manufacturing & Assembly, Inc.",NIS,1,8
Nova,"Nova Manufacturing, Inc.",NIS,1,1
Nova,"Nova Marine Exploration, Inc.",NIS,1,4
Nova,Nova Measuring Instruments Ltd.,NIS,1,150
Nova Measuring Instruments,Nova Measuring Instruments Ltd.,NVMI,1,150
Nova,Nova Medical Specialties,NIS,1,2
Nova,"Nova Medical, Inc.",NIS,1,3
Nova,Nova Molecular Inc.,NIS,1,2
Nova,Nova Molecular Technologies INC,NIS,1,6
Nova,"Nova Neura, LLC",NIS,1,2
Nova,Nova Nordisk A/S,NIS,1,2
Nova,Nova Oceanic Energy Systems,NIS,1,1
Nova,Nova Oculus Canada Manufacturing ULC,NIS,1,1
Nova,"Nova Office Furniture, Inc.",NIS,1,11
Nova,"Nova Ortha-Med, Inc.",NIS,1,1
Nova,"Nova Ortho-Med, Inc.",NIS,1,3
Nova,"Nova Packaging Systems, Inc.",NIS,1,1
Nova,"Nova Packaging, LLC",NIS,1,1
Nova,"Nova Pangaea Technologies, Inc.",NIS,1,3
Nova,NOVA PATENT B.V.,NIS,1,1
Nova,"Nova Patents of North America, Inc.",NIS,1,2
Nova,Nova Perenne B.V.,NIS,1,5
Nova,Nova Petrochemicals Inc.,NIS,1,2
Nova,Nova Pharmaceutical Co.,NIS,1,1
Nova,Nova Pharmaceutical Corporation,NIS,1,23
Nova,Nova Photonics,NIS,1,1
Nova,NOVA PLASMA LTD.,NIS,1,1
Nova,"Nova Polymer, Inc.",NIS,1,1
Nova,"Nova Power Systems, Ltd.",NIS,1,1
Nova,Nova Products B.V.,NIS,1,1
Nova,"NOVA PRODUCTS, INC",NIS,1,3
Nova,"Nova Prototipos, LLC",NIS,1,1
Nova,"Nova R&D, Inc.",NIS,1,9
Nova,"Nova Ranger, Inc.",NIS,1,1
Nova,Nova Rank Export S.R.L.,NIS,1,1
Nova,"Nova Ray, Inc.",NIS,1,2
Nova,Nova Research Foundation Corporation,NIS,1,1
Nova,"Nova Research, Inc.",NIS,1,6
Nova,"Nova Resolution Industries, Inc.",NIS,1,8
Nova,Nova Rubber Co.,NIS,1,1
Nova,Nova Scand Utveckling AB,NIS,1,1
Nova,"Nova Scientific, Inc.",NIS,1,23
Nova,NOVA SCOTIA COMMUNITY COLLEGE,NIS,1,2
Nova,Nova Scotia Department of Fisheries,NIS,1,1
Nova,Nova Scotia Limited,NIS,1,1
Nova,Nova Scotia Research Foundation,NIS,1,1
Nova,Nova Scotia Research Foundation Corporation,NIS,1,7
Nova,NOVA SIRI GENETICS S. R. L.,NIS,1,1
Nova,Nova Siri Genetics S.R.L.,NIS,1,2
Nova,"Nova Solutions, Inc.",NIS,1,24
Nova,Nova Southeastern University,NIS,1,16
Nova,Nova Span International Ltd.,NIS,1,1
Nova,NOVA STELLA APS,NIS,1,1
Nova,NOVA STRATE INC.,NIS,1,2
Nova,"Nova Systems Products, LLC",NIS,1,1
Nova,"Nova Technologies, Inc.",NIS,1,31
Nova,"Nova Technology International, LLC",NIS,1,1
Nova,"Nova Techologies, Inc.",NIS,1,1
Nova,Nova Tran Corporation,NIS,1,1
Nova,Nova Trans Group S.A.,NIS,1,1
Nova,Nova Trend Corporation,NIS,1,1
Nova,Nova University,NIS,1,1
Nova,Nova Verta International S.p.A.,NIS,1,2
Nova,"Nova Verta North America Co., Ltd.",NIS,1,1
Nova,"Nova Wildcat Amerock, LLC",NIS,1,2
Nova,NOVA WILDCAT SHUR-LINE LLC,NIS,1,4
Nova,Nova-Duct Technologies Pty Ltd,NIS,1,3
Nova,Nova-Handels AG,NIS,1,1
Nova,"Nova-Huskey Research Corporation, Ltd.",NIS,1,1
Nova,"Nova-Kem, LLC",NIS,1,1
Nova,Nova-Link Limited,NIS,1,9
Nova,Nova-Lux-Gesellschaft Brandenburg & Co.,NIS,1,1
Nova,"Nova-Net Communications, Inc.",NIS,1,1
Nova,Nova-Plasma Inc.,NIS,1,2
Nova,Nova-Pro Attachment GmbH,NIS,1,1
Nova,Nova-Sorb Ltd.,NIS,1,1
Nova,"Nova-Tech Engineering, Inc.",NIS,1,13
Nova,"Nova-Tech Engineering, LLC",NIS,1,2
Nova,"Nova-Tek Technologies, Ltd.",NIS,1,2
Nova,Nova-Tron Controls Corp.,NIS,1,1
Nova,Nova-Werke AG,NIS,1,5
Novabay Pharmaceuticals Inc,"Novabay Pharmaceuticals, Inc.",NBY,0,11
Novadigm,"NovaDigm Therapeutics, Inc.",NVDM,0,2
Novadigm,"Novadigm, Inc.",NVDM,0,5
Novan Inc,"Novan, Inc.",NOVN,0,23
NOVAR ELECTRONICS,Novar Electronics Corporation,NOVR,0,10
NovAtel Inc,NovAtel Communications Ltd.,NGPS,0,37
NovAtel Inc,NovAtel Comunications Ltd.,NGPS,0,1
NovAtel Inc,NovAtel Inc.,NGPS,0,87
NovAtel Inc,"Novatel Wireless, Inc.",NGPS,0,74
Novatel Wireless Inc,"Novatel Wireless, Inc.",NVTL,0,74
Novellus Systems,"Novellus Systems, Inc.",NVLS,0,965
Novocure Ltd,Novocure GmbH,NVCR,0,1
Novocure Ltd,Novocure Limited,NVCR,0,24
Novocure Ltd,"Novocure, Inc.",NVCR,0,1
Novoste,Novoste Corporation,NOVT,0,38
NPS Pharmaceuticals,NPS Pharmaceuticals,NPSP,0,2
NPS Pharmaceuticals,"NPS Pharmaceuticals, Inc.",NPSP,0,92
NRG Energy Inc,"NRG Energy, Inc.",NRG,0,2
NSC,"NSC Co., Ltd.",NSCC,0,1
NSC,NSC Electron Corporation,NSCC,0,4
NSC,NSC International Corporation,NSCC,0,2
NSC,"NSC Pearson, Inc.",NSCC,0,1
NSC,NSC Technologies,NSCC,0,1
NSC,NSC Technologies LLC,NSCC,0,1
NSC,NSC-Nanosemiconductor GmbH,NSCC,0,3
Nuance Communications Inc,Nuance Communications Austria GmbH,NUAN,0,19
Nuance Communications Inc,Nuance Communications Israel Ltd.,NUAN,0,1
Nuance Communications Inc,"Nuance Communications, Inc.",NUAN,0,1276
NUCLEAR METALS,"Nuclear Metals, Inc.",NUCM,1,18
NUCRYST Pharmaceuticals,Nucryst Pharmaceuticals Corp.,NCST,0,16
Numar,NUMAR Corporation,NUMR,0,26
Numerical Technologies Inc,"Numerical Technologies, Inc.",NMTC,1,78
NuPathe Inc,NuPathe Inc.,PATH,0,10
NUR Advanced Technologies,"Nur Advanced Technologies, Ltd.",NURTF,1,2
Nutanix Inc,"Nutanix, Inc.",NTNX,0,150
Nuvasive,NuVasive Netherlands B.V.,NUVA,0,1
Nuvasive,"NUVASIVE SPECIALIZED ORTHOPEDICS, INC.",NUVA,0,27
Nuvasive,"NuVasive, In.",NUVA,0,1
Nuvasive,"NuVasive, Inc.",NUVA,0,473
Nuvim Inc,"Nuvim, Inc.",,0,1
Nuwave Technologies,NuWave Industries Inc.,WAVE,0,1
Nuwave Technologies,NUWAVE Products Ltd,WAVE,0,1
Nuwave Technologies,NUWAVE RESEARCH INC.,WAVE,0,1
Nuwave Technologies,NUWAVE SENSOR TECHNOLOGY LIMITED,WAVE,0,1
Nuwave Technologies,"NuWave Technologies, Inc.",WAVE,0,6
Nuwave Technologies,"NUWAVE, LLC",WAVE,0,24
NVidia Corporation,NVIDIA Corporation,NVDA,1,3584
NxStage Medical Inc,"Nxstage Medical, Inc.",NXTM,0,113
O'Gara,O'Gara-Hess & Eisenhardt Armoring Co.,OGAR,0,4
Oak Technology,Oak Analytics,OAKT,1,1
Oak Technology,"Oak and Crane, LLC",OAKT,1,1
Oak Technology,"Oak Co., Ltd.",OAKT,1,1
Oak Technology,Oak Crest Institute of Science,OAKT,1,3
Oak Technology,"Oak Crystal, Inc.",OAKT,1,1
Oak Technology,Oak Electro/Netics Corporation,OAKT,1,1
Oak Technology,"Oak Enterprises, LLC",OAKT,1,1
Oak Technology,Oak Frequency,OAKT,1,1
Oak Technology,Oak Holland B.V.,OAKT,1,2
Oak Technology,Oak Industries Inc.,OAKT,1,90
Oak Technology,"Oak Industries, Incorporated",OAKT,1,1
Oak Technology,"Oak International, Inc.",OAKT,1,1
Oak Technology,"Oak Lawn Marketing, Inc.",OAKT,1,4
Oak Technology,"Oak Leaf Outdoors, Inc.",OAKT,1,7
Oak Technology,"OAK LEAF, LLC",OAKT,1,2
Oak Technology,Oak Manufacturing Company,OAKT,1,4
Oak Technology,"Oak Manufacturing Company, Inc.",OAKT,1,1
Oak Technology,"Oak Mountain Industries, Inc.",OAKT,1,2
Oak Technology,"Oak Nippon Co., Ltd.",OAKT,1,1
Oak Technology,Oak Nominees (PTY) LTD,OAKT,1,1
Oak Technology,"OAK Novations, Ltd.",OAKT,1,8
Oak Technology,"Oak Park International, Ltd.",OAKT,1,1
Oak Technology,Oak Press Solutions Inc.,OAKT,1,1
Oak Technology,"Oak Ridge Associated Universities, Inc.",OAKT,1,6
Oak Technology,Oak Ridge Machines,OAKT,1,1
Oak Technology,"Oak Ridge Micro-Energy, Inc.",OAKT,1,6
Oak Technology,Oak Ridge Research Institute,OAKT,1,1
Oak Technology,"Oak Ridge Solar Engineering, Inc.",OAKT,1,2
Oak Technology,"Oak Ridge Systems, Inc.",OAKT,1,2
Oak Technology,"Oak Stump Farm, Inc.",OAKT,1,1
Oak Technology,"Oak Sturdy, LLC",OAKT,1,1
Oak Technology,"Oak Technology, Inc.",OAKT,1,154
Oak Technology,"Oak Technology, Incorporated",OAKT,1,3
Oak Technology,Oak Tree Engineering LLC,OAKT,1,1
Oak Technology,"Oak Tree IP, LLC",OAKT,1,1
Oak Technology,"Oak Tree Logic, LLC",OAKT,1,1
Oak Technology,Oak Tree Packaging Corporation,OAKT,1,4
Oak Technology,Oak-Mitsui Technologies LLC,OAKT,1,1
Oak Technology,"Oak-Mitsui, Inc.",OAKT,1,13
Oakley,"Oakley Industries, Incorporated",OO,1,1
Oakley,Oakley Networks,OO,1,1
Oakley,"Oakley Telecom, LC",OO,1,2
Oakley,"Oakley, Inc.",OO,1,652
Obagi Medical Products,"Obagi Medical Products, Inc.",OMPI,0,2
Obalon Therapeutics Inc,"Obalon Therapeutics, Inc.",OBLN,0,24
Object Design,"Object Design, Inc.",ODIS,1,3
OBJECT RECOGNITION,"Object Recognition Systems, Inc.",ORSI,1,2
Objective Communication Inc,"Objective Communications, Inc.",OCOM,1,2
Objective Systems Integrators,"Objective Systems Integrators, Inc.",OSII,0,5
OccuLogix Inc,Occulogix Corporation,RHEO,0,1
OCE-VAN DER GRINTEN,Oce-van der Grinten N.V.,OCENY,0,67
Octel Communications,Octel Communications Corporation,OCTL,0,28
Octel Communications,Octel Communications Corporations,OCTL,0,1
Ocular Sciences Inc,"Ocular Sciences, Inc.",OCLR,0,16
Oculus Innovative Sciences Inc,"Oculus Innovative Sciences, Inc.",OCLS,1,13
Ocwen Financial,Ocwen Financial Corporation,OCWN,0,1
ODETICS,"Odetics, Inc.",ODEX,0,36
Odwalla,"Odwalla, Inc.",ODWA,0,1
Office Depot,"Office Depot, Inc.",ODEP,1,15
OfficeMax,OfficeMax Incorporated,OMX,0,2
Offshore Energy Development,Offshore Energy Development Corporation,OEDC,1,1
Offshore Energy Development,Offshore Energy Development Corporation (OEDC),OEDC,1,1
Ogden Projects,"Ogden Projects, Inc.",OPI,1,2
OIL BASE,Oil Base Germany G.m.b.H.,OBOI,1,1
OIL BASE,"Oil Base, Inc.",OBOI,1,2
OM Group Inc,"OM Group, Inc.",OMGI,1,3
OM Group Inc,"OM Group, Inc. (Mooney Chemicals, Inc.)",OMGI,1,1
Omega Environmental,"Omega Environmental, Inc.",OMEG,1,2
OMEGA OPTICAL,"Omega Optical, Inc.",OMEG,1,3
Omega Protein Corporation,OMEGA PROTEIN CORPORATION,OME,1,2
Omega Research Inc,"OMEGA RESEARCH AND DEVELOPMENT TECHNOLOGIES, LLC",OMGA,1,4
Omega Research Inc,"Omega Research and Development, Inc.",OMGA,1,1
Omega Research Inc,"Omega Research, Inc.",OMGA,1,1
Omeros Corp,Omeros Corporation,OMER,0,63
Omeros Corp,"Omeros Medical Systems, Inc.",OMER,0,13
OMNI Energy Services Corp,Omni Energy Services Corp.,OMNI,1,4
Omni Films International,"Omni Films International, Inc.",OFII,1,1
OMNICARE,"Omnicare, Inc.",OMCR,0,24
OmniCell Inc,"Omnicell Technologies, Inc.",OMCL,0,8
OmniCell Inc,"Omnicell, Inc.",OMCL,0,53
OmniCell Inc,Omnicell.com,OMCL,0,3
Omnipoint,Omnipoint Corporation,OMPT,0,93
Omnipoint,"Omnipoint Data Company, Incorporated",OMPT,0,8
Omnipoint,"Omnipoint Technologies, Inc.",OMPT,0,1
Omniquip International Inc,"OmniQuip International, Inc.",OMQP,0,1
Omniture Inc,"Omniture, Inc.",OMTR,0,12
Omnivision Technologies Inc,"Omnivision Technologies (Shanghai) Co., Ltd.",OVTI,0,14
Omnivision Technologies Inc,"OmniVision Technologies, Inc.",OVTI,0,949
Omrix Biopharmaceuticals Inc,Omrix Biopharmaceuticals Ltd.,OMRI,0,64
Omthera Pharmaceuticals Inc,"Omthera Pharmaceuticals, Inc.",OMTH,0,5
ON Technology,"ON CENTER SOFTWARE, INC.",ONTC,1,3
ON Technology,ON CLOUDS GMBH,ONTC,1,5
ON Technology,On Command Video Corporation,ONTC,1,3
ON Technology,"On Course Solutions, LLC",ONTC,1,1
ON Technology,On Demand Information International PLC,ONTC,1,1
ON Technology,"On Demand Therapeutics, Inc.",ONTC,1,5
ON Technology,"ON FIELD INSPIRATION, LLC",ONTC,1,1
ON Technology,On Food Inc.,ONTC,1,2
ON Technology,"ON FULL DISPLAY, LLC",ONTC,1,1
ON Technology,On Guard Plus Limited,ONTC,1,2
ON Technology,"On International, Inc.",ONTC,1,1
ON Technology,"On Legal Grounds, Inc.",ONTC,1,1
ON Technology,ON Light Sciences Inc.,ONTC,1,2
ON Technology,"On Line, Inc.",ONTC,1,1
ON Technology,On Point Ball Marker LLC,ONTC,1,1
ON Technology,On Power Systems,ONTC,1,1
ON Technology,"On Premises Services, Inc.",ONTC,1,2
ON Technology,"On Scene Solutions, LLC",ONTC,1,3
ON Technology,"ON Semiconductoc Trading, Ltd.",ONTC,1,1
ON Semiconductor,ON Semiconductor,ONNN,1,7
ON Technology,ON Semiconductor,ONTC,1,7
ON Semiconductor,On Semiconductor Image Sensor,ONNN,1,2
ON Technology,On Semiconductor Image Sensor,ONTC,1,2
ON Semiconductor,"ON Semiconductor Trading, Ltd.",ONNN,1,57
ON Technology,"ON Semiconductor Trading, Ltd.",ONTC,1,57
ON Technology,"On Site Gas Systems, Inc.",ONTC,1,5
ON Technology,"On Spec Electronic, Inc.",ONTC,1,3
ON Technology,On Spot AB,ONTC,1,1
ON Technology,On Stream Technologies Inc.,ONTC,1,3
ON Technology,"On Street Media USA, LLC",ONTC,1,2
ON Technology,On Tap LLC,ONTC,1,5
ON Technology,"On Target Laboratories, LLC",ONTC,1,6
ON Technology,On Target Technologies,ONTC,1,3
ON Technology,"On Target Technology, Inc.",ONTC,1,1
ON Technology,On Target Therapeutics LLC,ONTC,1,1
ON Technology,On Tat Bakelite Electric Works Limited,ONTC,1,5
ON Technology,"ON THE BLOCK, L.L.C.",ONTC,1,3
ON Technology,"On the Fence Technologies, LLC Corporation",ONTC,1,2
ON Technology,On The Go Products Co.,ONTC,1,1
ON Technology,"On The Hop, LLC",ONTC,1,1
ON Technology,"On The Level Billiards, LLC",ONTC,1,3
ON Technology,ON THE SPOT MANUFACTURING LIMITED,ONTC,1,1
ON Technology,"On Time Systems, Inc.",ONTC,1,3
ON Technology,"On to the Next, LLC",ONTC,1,1
ON Technology,On Top Down Under Ltd.,ONTC,1,1
ON Technology,"On Top Safety Company, Inc.",ONTC,1,1
ON Technology,On Track Innovation Ltd.,ONTC,1,1
ON Technology,On Track Innovations Ltd.,ONTC,1,25
ON Technology,"On Track Sports, L.L.C.",ONTC,1,4
ON Technology,On Track Technologies Incorporated,ONTC,1,5
ON Technology,"On Way Co., Ltd.",ONTC,1,3
ON Technology,"ON Yip Global Co., Ltd.",ONTC,1,1
ON Technology,On-Art Corporation,ONTC,1,2
ON Technology,"On-Bight Electronics (Shanghai) Co., Ltd.",ONTC,1,1
ON Technology,"On-Board Communications, Inc.",ONTC,1,4
ON Technology,"ON-BOARD VIDEO, Ltd.",ONTC,1,1
ON Technology,"On-Bright Electronic (Shanghai) Co., Ltd.",ONTC,1,4
ON Technology,"On-Bright Electronics (Shanghai) Co., Ltd.",ONTC,1,242
ON Technology,"On-Chip Biotechnologies Co., Ltd.",ONTC,1,9
ON Technology,"On-Chip Cellonics Consortium Co., Ltd.",ONTC,1,1
ON Technology,"On-Chip Technologies, Inc.",ONTC,1,9
ON Technology,"On-Demand Environmental Systems, Inc.",ONTC,1,3
ON Technology,"On-Demand Technologies, Inc.",ONTC,1,1
ON Technology,"On-Gard Systems, Inc.",ONTC,1,7
ON Technology,"On-Guard Pool Products, LLC",ONTC,1,1
ON Technology,"On-Laser Systems & Applications, S.L.",ONTC,1,1
ON Technology,"On-Line Data, Inc.",ONTC,1,2
ON Technology,"On-Line Instrumentation, Inc.",ONTC,1,2
ON Technology,"On-Line Print Services, L.L.C.",ONTC,1,1
ON Technology,"On-Line Technologies, Inc.",ONTC,1,11
ON Technology,"On-Net Surveillance Systems, Inc.",ONTC,1,1
ON Technology,On-Nuri Electronics Inc.,ONTC,1,2
ON Technology,On-Off Cigarette S.r.l.,ONTC,1,1
ON Technology,On-Point Technology Systems,ONTC,1,1
ON Technology,"On-Point Technology Systems, Inc.",ONTC,1,1
ON Technology,"On-Power, Inc.",ONTC,1,2
ON Technology,"On-Q Telecom Systems Co., Inc.",ONTC,1,9
ON Technology,"On-Ramp Wireless, Inc.",ONTC,1,32
ON Technology,"On-Ramp Wirless, Inc.",ONTC,1,1
ON Technology,"On-Right Electronics (Shanghai) Co., Ltd.",ONTC,1,1
ON Technology,"On-Shore Technology, Inc.",ONTC,1,3
ON Technology,"On-Site Analysis, Inc.",ONTC,1,6
ON Technology,"On-Site Manager, Inc.",ONTC,1,1
ON Technology,"On-Site Sourcing, Inc.",ONTC,1,1
ON Technology,On-Top Products B.V.,ONTC,1,2
ON Technology,On-Track Management System,ONTC,1,1
ON Technology,On-Trux Limited,ONTC,1,3
ON Technology,"ON-X International, Ltd.",ONTC,1,1
ON Technology,"On-X Life Technologies, Inc.",ONTC,1,10
