ipo_firm,assignee_firm,ticker,is_common,patent_cnt
Creative Technology,Creative Urethanes,CREAF,1,2
Creative Technology,"Creative Vascular, LLC",CREAF,1,1
Creative Technology,"Creative Ventures, Inc.",CREAF,1,2
Creative Technology,"Creative Versetility, LLC",CREAF,1,1
Creative Technology,CREATIVE VIEWPOINT MACHINERY,CREAF,1,1
Creative Technology,"Creative Water Solutions, LLC",CREAF,1,2
Creative Technology,Creative Water Technology Ltd.,CREAF,1,1
Creative Technology,"Creative Wear, Inc.",CREAF,1,1
Creative Technology,"creative werks, LLC",CREAF,1,1
Creative Technology,Creative Wind Power Solutions Inc.,CREAF,1,1
Creative Technology,"Creative Wire & Tube Forming, Inc.",CREAF,1,1
Creative Technology,"Creative Wonders, Inc.",CREAF,1,1
Creative Technology,Creative Woodcrafts Inc.,CREAF,1,1
Creative Technology,"Creative Works, Inc.",CREAF,1,8
Credence Systems,Credence Systems Corporation,CMOS,1,256
Credit Acceptance,Credit Acceptance Corporation,CACC,1,1
Cree Research,Cree Research,CREE,1,1
Cree Research,"Cree Research, Inc.",CREE,1,47
Creo Products Inc,Creo Products Inc.,CREO,0,31
Creo Products Inc,Creo Products Limited,CREO,0,1
Crest Industries,Crest Industries Corp.,CRII,1,4
Crest Industries,"Crest Industries, Inc.",CRII,1,15
Criteo SA,Criteo SA,CRTO,0,9
Critical Industries,"Critical Industries, Inc.",FYBR,1,1
Critical Path Inc,CRITICAL PATH DATA CENTRE LIMITED,CPTH,1,6
Critical Path Inc,Critical Path Data Limited,CPTH,1,1
Critical Path Inc,"Critical Path, Inc.",CPTH,1,4
Critical Therapeutics Inc,"Critical Therapeutics, Inc.",CRTX,0,2
Criticare Systems,"Criticare Systems, Inc.",CXIM,0,25
Crocs Inc,"CROCS, INC.",CROX,0,155
Cronos,"Cronos Integrated Microsystems, Inc.",CRNSF,0,2
Crop Genetics International,Crop Genetics International,CROP,1,1
Crop Genetics International,Crop Genetics International Corporation,CROP,1,4
Cross Country Inc,"Cross Country Infrastructure Services, Inc.",CCRN,1,1
Cross Timbers Oil,Cross Timbers Oil Company,XTO,1,2
CrossKeys Systems Corp,CrossKeys Systems Corporation,CKEY,0,2
Crossroads Systems Inc,"Crossroads Systems, Inc.",CRDS,1,103
CrossWorlds Software Inc,"CrossWorlds Software, Inc.",CWLD,0,2
Crown Brands,Crown Brands Limited,CRON,1,2
Crown Castle International,Crown Castle International Corp.,CCI,1,1
CryoCor Inc,"Cryocor, Inc.",CRYO,0,22
Cryolife,CryoLife Acquisition Corporation,CRYL,0,1
Cryolife,"CryoLife, Inc.",CRYL,0,50
Cryolife,"CryoLife, Inc. & Medical Univ. of South Carolina",CRYL,0,1
Cryomedical Sciences,"Cryomedical Sciences, Inc.",CMSI,0,16
Crystallume,Crystallume,CRYS,0,29
CSP INC,CSP Cryogenic Spectrometers GmbH,CSPI,0,1
CSP INC,CSP Foods Ltd.,CSPI,0,1
CSP INC,"CSP Holdings, Inc.",CSPI,0,1
CSP INC,"CSP Holdings, LLC",CSPI,0,1
CSP INC,"CSP Technolgies, Inc.",CSPI,0,1
CSP INC,"CSP Technologies, Inc.",CSPI,0,92
CSP INC,"CSP Tecnologies, Inc.",CSPI,0,1
CSP INC,CSP-Innovazione Nelle ICT Scarl,CSPI,0,1
CSP INC,CSP-INNOVAZTIONE NELLE ICT SCARL,CSPI,0,1
CSP INC,"CSP, Inc.",CSPI,0,1
CTI Industries Corp,CTI Industries Corporation,CTIB,0,26
CTI Industries Corp,"CTI Industries, Inc.",CTIB,0,7
CTI Molecular Imaging Inc,"CTI Molecular Imaging, Inc.",CTMI,0,1
Cubist Pharmaceuticals,"Cubist Pharmaceuticals, Inc.",CBST,0,64
CULP INC.,"CULP, INC.",CULP,0,1
Cumberland Pharmaceuticals Inc,Cumberland Pharmaceuticals Inc.,CPIX,1,27
CuraGen Corp,CuraGen Corporation,CRGN,0,93
Curative Technologies,"Curative (Beijing) Medical Technology Co., Ltd.",CURE,0,2
Curative Technologies,"Curative Health Services, Inc.",CURE,0,3
Curative Technologies,"Curative Technologies, Inc.",CURE,0,4
Curon Medical Inc,"Curon Medical, Inc.",CURN,0,46
Curtis International,"Curtis International, Inc.",CURTF,1,14
Custom Chrome Inc,"Custom Chrome, Inc.",CSTM,1,26
CUSTOM CREAMERY,"Custom Creamery Systems, Inc.",CCSI,0,2
Cutera Inc,"Cutera, Inc.",CUTR,0,31
Cutter & Buck,Cutter & Buck,CBUK,1,2
CV Therapeutics,"CV Therapeutics, Inc.",CVTX,0,108
CVC Inc,CVC Limited 1 LLC,CVCI,0,2
CVC Inc,"CVC Products, Inc.",CVCI,0,45
CVC Inc,"CVC Specialty Chemical, Inc.",CVCI,0,1
CVC Inc,"CVC Sports, Inc.",CVCI,0,1
CVC Inc,"CVC Technologies, Inc.",CVCI,0,4
CVC Inc,"CVC, Inc.",CVCI,0,3
CVD Equipment,CVD Equipment Corp.,CVDE,0,1
CVD Equipment,CVD Equipment Corporation,CVDE,0,3
Cyan Inc,"Cyan Optics, Inc.",CYNI,0,1
Cyan Inc,"Cyan Systems, Inc.",CYNI,0,3
Cyan Inc,"Cyan, Inc.",CYNI,0,4
CyberArk Software Ltd,CYBERARK SOFTWARE LTD.,CYBR,0,55
CyberCash,"CyberCash, Inc.",CYCH,0,7
Cybergold Inc,"Cybergold, Inc.",CGLD,0,2
Cyberonics,"Cyberonics, Inc.",CYBX,0,251
CyberOptics,CyberOptics Corporation,CYBE,0,75
CyberOptics,"CyberOptics Semiconductor, Inc.",CYBE,0,7
CyberOptics,"CyberOptics Semiconductors, Inc.",CYBE,0,1
CyberSource Inc,Cybersource Corporation,CYBS,0,19
Cybex,Cybex Computer Products Corporation,CBXC,0,14
Cybex,Cybex Corporation,CBXC,0,13
Cybex,Cybex GmbH,CBXC,0,44
Cybex,"Cybex Inaternational, Inc.",CBXC,0,1
Cybex,Cybex Industrial Ltd.,CBXC,0,8
Cybex,"Cybex Internatinal, Inc.",CBXC,0,1
Cybex,"Cybex International, Inc.",CBXC,0,87
Cybex,Cybex Technologies Corp.,CBXC,0,1
Cygnus Therapeutic Systems,Cygnus Therapeutic Systems,CYGN,0,25
Cylink,Cylink Corporation,CYLK,0,14
Cymer,Cymer Korea Inc.,CYMI,0,2
Cymer,Cymer Laser Technologies,CYMI,0,18
Cymer,"Cymer-Dayton, LLC",CYMI,0,5
Cymer,"Cymer, Inc.",CYMI,0,478
Cynosure,Cynosure Photonics Corp.,CYNO,0,1
Cynosure,"Cynosure, Inc.",CYNO,0,52
Cypress Semiconductor,Cypress Semiconductor Corporation,CYPR,0,3056
Cypress Semiconductor,Cypress Semiconductor Corporation (Belgium) BVBA,CYPR,0,7
Cypress Semiconductor,Cypress SemiconductorCorp.,CYPR,0,1
Cypros Pharmaceutical,Cypros Pharmaceutical Corp.,CYPR,0,12
Cyrix,Cyrix Corporation,CYRX,0,86
Cytel Corp,Cytel Corporation,CYTL,0,28
Cytoclonal Pharmaceutics,"Cytoclonal Pharmaceutics, Inc.",CYPH,0,6
Cytogen,Cytogen Corporation,CYTO,0,37
Cytogen,Cytogen Corporaton,CYTO,0,1
Cytokinetics Inc,"Cytokinetics, Inc.",CYTK,0,215
CytomX Therapeutics Inc,"CYTOMX THERAPEUTICS, INC.",CTMX,0,39
CytoTherapeutics,"CytoTherapeutics, Inc.",CTII,0,26
CytRx,CytRx Corporation,CYTR,0,27
Cytyc,Cytyc Corporation,CYTC,0,152
Cytyc,Cytyc Health Corporation,CYTC,0,9
Cytyc,Cytyc Surgical Products,CYTC,0,10
Dailey Petroleum Services,Dailey Petroleum Services Corp.,DALY,0,13
DAISY SYSTEMS,Daisy Systems Corporation,DAZY,1,8
Daktronics,"Daktronics Hoist, Inc.",DAKT,0,8
Daktronics,"Daktronics, Inc.",DAKT,0,90
DALE ELECTRONICS,"Dale Electronics, Inc.",DALE,1,41
Daleen Technologies Inc,"Daleen Technologies, Inc.",DALN,0,4
Dames & Moore,Dames & Moore,DMOR,0,6
"DAMON BIOTECH, INC.","Damon Biotech, Inc.",DBIO,0,16
Dan River Inc,Dan River Inc.,DRF,1,10
Danek Group,"Danek Group, Inc.",DNKG,0,2
Data Technology,Data 100 Corporation,DTCI,1,1
Data Technology,DATA ACCELERATOR LTD.,DTCI,1,5
Data Technology,Data Accessories Corporation,DTCI,1,2
Data Technology,"Data Ace, Inc.",DTCI,1,1
Data Technology,Data Acquisition Services,DTCI,1,1
Data Technology,Data Acquisitions Limited,DTCI,1,2
Data Technology,"Data Action Co., Ltd.",DTCI,1,1
Data Technology,"Data Advantage Group, Inc.",DTCI,1,2
Data Technology,Data Advisors LLC,DTCI,1,8
Data Technology,Data Assessories Corporation,DTCI,1,1
Data Technology,"DATA ASSURANCE & COMMUNICATION SECURITY CENTER, CHINESE ACADEMY OF SCIENCES",DTCI,1,1
Data Technology,"Data Assurance & Communications Security Center, Chinese Academy of Sciences",DTCI,1,1
Data Technology,"Data Assurance and Communication Security Center, Chinese Academy of Sciencess",DTCI,1,1
Data Technology,"DATA ASSURANCE AND COMMUNICATION SECURITY RESEARCH CENTER, CHINESE ACADEMY OF SCIENCES",DTCI,1,1
Data Technology,Data Automation Corporation,DTCI,1,1
Data Technology,Data Beta Limited,DTCI,1,1
Data Technology,Data Bind Inc.,DTCI,1,1
Data Technology,"Data Binding, Inc.",DTCI,1,1
Data Technology,Data Broadcasting Corporation,DTCI,1,2
Data Technology,"Data Building, Inc.",DTCI,1,1
Data Technology,Data Cake Baker Corporation,DTCI,1,1
Data Technology,"DATA CAPABLE, INC.",DTCI,1,1
Data Technology,Data Capture Institute,DTCI,1,1
Data Technology,Data Card (U.K.) Limited,DTCI,1,1
Data Technology,Data Card Japan Ltd.,DTCI,1,3
Data Technology,Data Center Technologies,DTCI,1,3
Data Technology,"Data Center Transistions, Inc.",DTCI,1,1
Data Technology,"Data Center Transitions, Inc.",DTCI,1,3
Data Technology,"Data Chem, Inc.",DTCI,1,3
Data Technology,Data Cocoon LLC,DTCI,1,2
Data Technology,Data Compression Corporation,DTCI,1,1
Data Technology,Data Connection Ltd.,DTCI,1,3
Data Technology,"Data Connections, Inc.",DTCI,1,3
Data Technology,Data Control Corporation,DTCI,1,3
Data Technology,Data Conversion Inc.,DTCI,1,1
Data Technology,Data Conversion Systems Limited,DTCI,1,1
Data Critical Corp,Data Critical Corp.,DCCA,1,5
Data Technology,Data Critical Corp.,DTCI,1,5
Data Technology,"Data Delay Devices, Inc.",DTCI,1,2
Data Technology,DATA DEPOSIT BOX INC.,DTCI,1,1
Data Technology,Data Design Corporation,DTCI,1,1
Data Technology,Data Detection Technologies Ltd.,DTCI,1,3
Data Technology,Data Device Corporation,DTCI,1,3
Data Technology,Data Devices International,DTCI,1,1
Data Technology,Data Diagnostic Corporation,DTCI,1,1
Data Technology,"Data Distribution Devices, Inc.",DTCI,1,1
Data Documents,"Data Documents, Inc.",DDII,1,2
Data Technology,"Data Documents, Inc.",DTCI,1,2
Data Domain Inc,"Data Domain, Inc.",DDUP,1,15
Data Technology,"Data Domain, Inc.",DTCI,1,15
Data Technology,"Data Drive Thru, Inc.",DTCI,1,2
Data Technology,Data East Kabushiki Kaisha,DTCI,1,2
Data Technology,"Data East Pinball, Inc.",DTCI,1,18
Data Technology,Data Electrocraft Corp.,DTCI,1,2
Data Technology,"Data Electronics, Inc.",DTCI,1,8
Data Technology,Data Encryption Systems Limited,DTCI,1,2
Data Technology,DATA ENGINES CORPORATION,DTCI,1,1
Data Technology,"Data Entry Products, Inc.",DTCI,1,1
Data Technology,"Data Entry Products, Incorporated",DTCI,1,1
Data Technology,"Data Entry Systems, Inc.",DTCI,1,2
Data Technology,Data Equation Limited,DTCI,1,6
Data Technology,Data Exchange Corporation,DTCI,1,2
Data Technology,"Data Expedition, Inc.",DTCI,1,5
Data Technology,"Data Fab Systems, Inc.",DTCI,1,1
Data Technology,Data Fellows Oyj,DTCI,1,1
Data Technology,Data Fin Corporation,DTCI,1,1
Data Technology,Data Fit International,DTCI,1,1
Data Technology,Data Flo Corporation,DTCI,1,1
Data Technology,"Data Flow Systems, Inc.",DTCI,1,10
Data Technology,"Data Flow Technologies, Inc.",DTCI,1,7
Data Technology,"Data FM, Incorporated",DTCI,1,1
Data Technology,"Data Frenzy, LLC",DTCI,1,1
Data Technology,"Data Fusion & Neural Networks, LLC",DTCI,1,1
Data Technology,Data Fusion Corporation,DTCI,1,7
Data Technology,"Data Gater, LLC",DTCI,1,1
Data Technology,Data General Corporation,DTCI,1,310
Data Technology,Data General Corporaton,DTCI,1,1
Data Technology,"Data Grip, Inc.",DTCI,1,1
Data Technology,Data Health Systems Limited,DTCI,1,1
DATA I/O,Data I/O Corporation,DAIO,1,63
Data Technology,Data I/O Corporation,DTCI,1,63
Data Technology,Data Industrial Corporation,DTCI,1,1
Data Technology,Data Info Tech Pty Ltd,DTCI,1,1
Data Technology,"Data Information Management Systems, Inc.",DTCI,1,3
Data Technology,Data Information Systems Ltd.,DTCI,1,2
Data Technology,Data Innovation LLC,DTCI,1,6
Data Technology,"Data Instruments, Inc.",DTCI,1,12
Data Technology,Data Integration Solutions Corp.,DTCI,1,1
Data Technology,"Data Integrity, Incorporated",DTCI,1,1
Data Technology,Data Investments Limited,DTCI,1,2
Data Technology,Data JCE Ltd,DTCI,1,1
Data Technology,Data Junction Corp.,DTCI,1,2
Data Technology,DATA LABORATORIES LIMITED,DTCI,1,1
Data Technology,"Data Laboratory, L.L.C.",DTCI,1,3
Data Technology,Data Lease Systems and Financial Corporation,DTCI,1,1
Data Technology,Data Line Corporation,DTCI,1,1
Data Technology,"Data Link Systems, Inc.",DTCI,1,2
Data Technology,Data Locker International LLC,DTCI,1,1
Data Technology,Data Logic S.p.A.,DTCI,1,1
Data Technology,"Data Ltd., Inc.",DTCI,1,12
Data Technology,Data M Sheet Metal Solutions GmbH,DTCI,1,2
Data Technology,DATA M SOFTWARE GMBH,DTCI,1,1
Data Technology,"Data Machine, Inc.",DTCI,1,1
Data Technology,"Data Machines International, Inc.",DTCI,1,1
Data Technology,"Data Management, Inc.",DTCI,1,4
Data Technology,"Data Management, Incorporated",DTCI,1,1
Data Technology,"Data Manufacturing, Inc.",DTCI,1,1
Data Technology,"Data Marine, LLC",DTCI,1,1
Data Technology,Data Master,DTCI,1,1
DATA MEASUREMENT,Data Measurement Corporation,DMCB,1,4
Data Technology,Data Measurement Corporation,DTCI,1,4
Data Technology,"Data Medi-Card, Inc.",DTCI,1,3
Data Technology,"Data Medical Associates, Inc.",DTCI,1,2
Data Technology,Data Modeling Inc.,DTCI,1,2
Data Technology,Data Modul AG,DTCI,1,2
Data Technology,"Data Motion, Inc.",DTCI,1,15
Data Technology,Data Optics Cable,DTCI,1,1
Data Technology,Data Pac Mailing Systems Corp.,DTCI,1,7
Data Technology,Data Packaging Corporation,DTCI,1,47
Data Technology,Data Pad Corporation,DTCI,1,2
Data Technology,"Data Parallel Systems, Inc.",DTCI,1,1
Data Technology,Data Pattern Index,DTCI,1,1
Data Technology,"Data Plus, Inc.",DTCI,1,1
Data Technology,Data Point Targets LLC,DTCI,1,2
Data Technology,Data Power Monitoring Corporation,DTCI,1,2
Data Technology,Data Printer Corporation,DTCI,1,2
Data Technology,Data Probe Corporation,DTCI,1,1
Data Technology,Data Products Corporation,DTCI,1,8
Data Technology,"Data Products New England, Inc.",DTCI,1,1
Data Technology,Data Promeditech I.N.C. AB,DTCI,1,2
Data Technology,Data Protection S.R.L.,DTCI,1,1
Data Technology,Data Pure Corporation,DTCI,1,1
Data Technology,"Data Quality Solutions, Inc.",DTCI,1,3
Data Race,"Data Race, Inc.",RACE,1,13
Data Technology,"Data Race, Inc.",DTCI,1,13
Data Technology,Data Radio Inc.,DTCI,1,1
Data Technology,Data Ray Corporation,DTCI,1,1
Data Technology,Data Recognition Corporation,DTCI,1,12
Data Technology,Data Record Science,DTCI,1,2
Data Technology,Data Recording Instrument Company Limited,DTCI,1,16
Data Technology,Data Recording Instruments Limited,DTCI,1,1
Data Technology,"Data Recording Systems, Inc.",DTCI,1,3
Data Technology,Data Recording Technology Corporation,DTCI,1,1
Data Technology,Data Reduction Systems Corp.,DTCI,1,1
Data Return Corp,Data Return LLC,DRTN,1,2
Data Technology,Data Return LLC,DTCI,1,2
Data Technology,"Data Robotics, Inc.",DTCI,1,4
Data Technology,"DATA SCAPE, LTD.",DTCI,1,7
Data Technology,"DATA SCIENCE EVANGELISTS, INC.",DTCI,1,1
Data Technology,"Data Sciences International, Inc.",DTCI,1,22
Data Technology,"Data Sciences, Inc.",DTCI,1,3
Data Technology,"Data Security Solutions, LLC",DTCI,1,1
Data Technology,Data Security Systems Solutions Pte Ltd,DTCI,1,2
Data Technology,"Data Security, Inc.",DTCI,1,15
Data Technology,"Data Service Co. of America, Inc.",DTCI,1,1
Data Technology,"Data Solutions, Inc.",DTCI,1,2
Data Technology,Data Source Corporation,DTCI,1,2
Data Technology,"Data Specialties, Inc.",DTCI,1,1
Data Technology,Data Spectrum Corporation,DTCI,1,2
Data Technology,Data Square Corporation,DTCI,1,1
Data Technology,"Data Square Technology Co., Ltd.",DTCI,1,1
Data Technology,"Data Stitch, Inc.",DTCI,1,3
Data Technology,"Data Storage Group, Inc.",DTCI,1,2
Data Technology,Data Storage Institute,DTCI,1,34
Data Technology,Data Stream Corporation,DTCI,1,2
Data Technology,Data Stream Info Inc,DTCI,1,1
Data Technology,Data Support Pty. Ltd.,DTCI,1,1
Data Technology,Data Switch Corporation,DTCI,1,3
Data Technology,Data Systems & Solutions Limited,DTCI,1,1
Data Technology,Data Systems Company,DTCI,1,1
Data Technology,"Data Systems International, Inc.",DTCI,1,3
Data Technology,Data Systems Technology Corp.,DTCI,1,3
Data Technology,Data Systems-Reconnaissance Systems,DTCI,1,1
Data Technology,"Data Tec Co., Ltd.",DTCI,1,4
Data Technology,"Data Tech America, Inc",DTCI,1,1
Data Technology,"Data Tech Servies, Inc.",DTCI,1,1
Data Technology,Data Techno GmbH,DTCI,1,1
Data Technology,Data Technology Corporation,DTCI,1,3
Data Technology,"Data Technology, Inc.",DTCI,1,3
Data Technology,"Data Terminal Systems, Inc.",DTCI,1,1
DATA TERMINAL,"Data Terminal Systems, Inc.",DTS,1,1
Data Technology,Data Test Corporation,DTCI,1,1
Data Technology,"Data Time, Inc.",DTCI,1,1
Data Technology,"Data Trace Information Services, LLC",DTCI,1,3
Data Technology,Data Trace Publishing Company,DTCI,1,1
Data Technology,Data Transfer & Communication Limited,DTCI,1,1
Data Technology,Data Transfer & Communications Limited,DTCI,1,2
Data Technology,"Data Transfer, LLC",DTCI,1,1
Data Technology,"Data Translation, Inc.",DTCI,1,11
Data Translation,"Data Translation, Inc.",DATX,1,11
Data Technology,"Data Translations, Inc.",DTCI,1,1
Data Translation,"Data Translations, Inc.",DATX,1,1
Data Technology,Data Trek Corporation,DTCI,1,1
Data Technology,"Data Unlimited International, Inc.",DTCI,1,1
Data Technology,DATA USAGE PROFILES FOR USERS AND APPLICATIONS,DTCI,1,1
Data Technology,"Data View, Inc.",DTCI,1,4
Data Technology,Data Visible Corporation,DTCI,1,1
Data Technology,Data Vu Company,DTCI,1,2
Data Technology,Data-Complex GmbH,DTCI,1,2
Data Technology,Data-Design Laboratories,DTCI,1,2
Data Technology,"Data-Disk Technology, Inc.",DTCI,1,1
Data Technology,Data-Fountain International Co.,DTCI,1,1
Data Technology,"Data-Too Co., Ltd.",DTCI,1,1
Data Technology,"Data, LLC",DTCI,1,2
Data Technology,"Data:)Comm Electronics, Inc.",DTCI,1,13
Data Technology,"data.world, Inc.",DTCI,1,8
Data Technology,"Data/Ware Development, Inc.",DTCI,1,3
DATACOPY CORP.,Datacopy Corporation,DCPY,0,10
"DATAKEY, INC.","Datakey, Inc.",DKEY,0,18
Datalink Corp,Datalink Corporation,DTLK,0,4
Datalink Corp,"DataLink Net, Inc.",DTLK,0,1
Datalink Corp,Datalink Systems Corp.,DTLK,0,5
DATAPOWER,"DataPower Technology, Inc.",DPWR,0,1
DATAPOWER,"Datapower, Inc.",DPWR,0,5
DATASOUTH COMPUTER,DataSouth Computer Corporation,DSCC,0,5
DataVend,"DataVend, Inc.",DATV,0,1
Dataware Technologies,"Dataware Technologies, Inc.",DWTI,0,1
Dataware Technologies,"DATAWARE VENTURES, LLC",DWTI,0,1
Datawatch,Datawatch Corporation,DWCH,0,3
Datawatch,"DATAWATCH SYSTEMS, INC.",DWCH,0,4
Datron Systems,Datron Systems Incorporated,DTSI,0,2
Datron Systems,"Datron Systems, Inc.",DTSI,0,6
DAVIDsTea Inc,DAVIDsTEA INC.,DTEA,0,2
Davox,Davox Corporation,DAVX,0,39
Day Runner,"Day Runner, Inc.",DAYR,1,19
"Daystar Technologies, Inc.","DayStar Technologies, Inc.",DSTIU,0,3
Dayton Superior,Dayton Superior Corporation,DSUP,1,48
Dayton Superior Corp,Dayton Superior Corporation,DSD,1,48
DDi Corp,DDI Corporation,DDIC,0,27
DDi Corp,DDI Direct Digital Imaging AG,DDIC,0,1
DDi Corp,DDI Global Corp.,DDIC,0,6
DDi Corp,"DDI Industries, Inc.",DDIC,0,1
DDi Corp,"DDI Pharmaceuticals, Inc.",DDIC,0,3
Deckers Outdoor,Deckers Outdoor Corporation,DECK,0,207
Deckers Outdoor,Deckers Outdoors Corporation,DECK,0,1
deCode Genetics Inc,deCODE Genetics ehf.,DCGN,0,50
Decoma International,Decoma International Inc.,DECAF,0,68
Default Proof Credit Card Sys,"Default Proof Credit Card System, Inc.",DPRS,0,1
Defiance Precision Products,"Defiance Precision Products, Inc.",DEFI,1,1
Deflecta-Shield,"Deflecta-Shield Accessories, Inc.",TRUX,0,1
Deflecta-Shield,Deflecta-Shield Corporation,TRUX,0,8
Del Monte Foods Company,"Del Monte Foods, Inc.",DLM,1,7
Delcath Systems Inc,"Delcath Systems, Inc.",,0,13
Delco Remy International Inc,"Delco Remy International, Inc.",RMY,0,6
Dell Computer,Dell Computer Corporation,DELL,1,27
DELMED,"Delmed, Inc.",DMES,0,7
Delta and Pine Land,Delta and Pine Land Company,COTN,1,23
Delta and Pine Land,Delta and Pine Land Company of Mississippi,COTN,1,1
Deltagen Inc,"Deltagen Proteomics, Inc.",DGEN,0,4
Deltagen Inc,"Deltagen Research Laboratories, L.L.C.",DGEN,0,2
Deltagen Inc,"Deltagen Research Labs, LLC",DGEN,0,1
Deltagen Inc,"Deltagen, Inc.",DGEN,0,14
Deltek Inc,"DELTEK, INC.",PROJ,0,2
Demand Media Inc,"Demand Media, Inc.",DMD,1,27
DemandTec Inc,"DemandTec, Inc.",DMAN,0,26
Demandware Inc,Demandware Inc.,DWRE,0,5
Denali Inc,"Denali Biotechnologies, Inc.",DNLI,0,1
Denali Inc,"Denali Flavors, Inc.",DNLI,0,1
Denali Inc,"DENALI INNOVATIONS, LLC",DNLI,0,1
Denali Inc,"Denali Medical Concepts, LLC",DNLI,0,2
Denali Inc,"Denali Products, Inc.",DNLI,0,3
Denali Inc,"Denali Software, Inc.",DNLI,0,6
Denali Inc,Denali Therapautics Inc.,DNLI,0,1
Denali Inc,Denali Therapeutics Inc.,DNLI,0,10
Dendreon Corp,Dendreon Corporation,DNDN,0,54
Dendreon Corp,Dendreon San Diego LLC,DNDN,0,1
Dense-Pac Microsystems,"Dense-Pac Microsystems, Inc.",DPAC,0,8
DEP CORPORATION,Dep Corporation,DEPC,0,3
DepoTech,Depotech Corporation,DEPO,0,11
Depuy,DePuy,DPU,0,1
Depuy,Depuy (Ireland),DPU,0,136
Depuy,Depuy Ace Medical Company,DPU,0,1
Depuy,"DePuy AcroMed, Inc.",DPU,0,86
Depuy,"Depuy Actomed, Inc.",DPU,0,1
Depuy,Depuy Biotech Jena GmbH,DPU,0,1
Depuy,DePuy Du Pont Orthopaedics,DPU,0,3
Depuy,Depuy France,DPU,0,8
Depuy,DePuy Inc.,DPU,0,27
Depuy,DePuy International,DPU,0,1
Depuy,DEPUY INTERNATIONAL LIMITED,DPU,0,80
Depuy,DEPUY IRELAND UNLIMITED COMPANY,DPU,0,109
Depuy,DEPUY IRELAND UNLIMITED COMPANY (040419/0433),DPU,0,1
Depuy,DEPUY IRELAND UNLIMITED COMPANY (R/F 040070/0868),DPU,0,1
Depuy,DEPUY IRELAND UNLIMTED COMPANY,DPU,0,1
Depuy,"DePuy Mitek, LLC",DPU,0,252
Depuy,"DePuy Mitek, LLCR",DPU,0,1
Depuy,"Depuy Mitex, Inc.",DPU,0,1
Depuy,"DePuy Motech AcroMed, Inc.",DPU,0,2
Depuy,Depuy Orthopadie GmbH,DPU,0,2
Depuy,Depuy Orthopadie-Germany,DPU,0,1
Depuy,"DePuy Orthopaedic Technology, Inc.",DPU,0,2
Depuy,"DePuy Orthopaedics, Inc.",DPU,0,153
Depuy,DePuy Orthopaedie GmbH,DPU,0,1
Depuy,"Depuy Othopedics, Inc.",DPU,0,1
Depuy,DePuy Products,DPU,0,1
Depuy,"DePuy Products, Inc.",DPU,0,375
Depuy,DePuy Spine SÃƒÂ rl,DPU,0,1
Depuy,"DePuy Spine, Inc.",DPU,0,290
Depuy,"DePuy Sunthes Products, LLC.",DPU,0,1
Depuy,"DePuy Synhes Products, Inc.",DPU,0,1
Depuy,"DePuy Synthes Products, Inc.",DPU,0,1702
Depuy,"DePuy, Division of Boehringer Mannheim Corporation",DPU,0,2
Derma Sciences,"Derma Sciences, Inc.",DSCI,0,1
Dermira Inc,"Dermira (Canada), Inc.",DERM,0,6
Dermira Inc,"Dermira, Inc.",DERM,0,13
Design Within Reach Inc,"Design Within Reach, Inc.",DWRI,1,2
Designs,"Designs Apparel, Inc.",DESI,1,1
Designs,"Designs By Dodi, Inc.",DESI,1,1
Designs,"Designs by Master Markets, Inc.",DESI,1,2
Designs,Designs by Royo,DESI,1,3
Designs,"Designs By Skaffles, Inc.",DESI,1,2
Designs,Designs Direct LLC,DESI,1,1
Designs,"Designs Five, Inc.",DESI,1,1
Designs,"Designs for Comfort, Inc.",DESI,1,1
Designs,"DESIGNS FOR HEALTH, INC.",DESI,1,1
Designs,"Designs For Leisure, Ltd.",DESI,1,7
Designs,"Designs for Vision, Inc.",DESI,1,122
Designs,"Designs For Visions, Inc.",DESI,1,2
Designs,Designs Standards Corporation,DESI,1,1
Designs,"Designs Systems, Inc.",DESI,1,1
Designs,"Designs Unlimited, Inc.",DESI,1,2
DEST,Dest Corporation,DEST,0,4
Destec Energy,"Destec Energy, Inc.",ENG,0,1
DETECTOR ELECTRONICS,Detector Electronics (UK) Limited,DETX,1,1
DETECTOR ELECTRONICS,Detector Electronics Corporation,DETX,1,25
Detroit Diesel,Detroit Diesel Corporation,DDC,1,250
Detroit Diesel,Detroit Diesel Remanufacturing LLC,DDC,1,1
Detroit Diesel,Detroit Diesel Technology,DDC,1,1
Deutsche Telekom,Deutsche Telekom (UK) Limited,DT,0,5
Deutsche Telekom,Deutsche Telekom AG,DT,0,527
Deutsche Telekom,Deutsche Telekom AG Bonn,DT,0,1
DeVlieg-Bullard,"DeVlieg-Bullard, Inc.",DVLG,0,4
Dex Media Inc,"Dex Media, Inc.",DEX,1,1
Dexcom Inc,"DexCom, Inc.",DXCM,0,553
DH TECHNOLOGY,"DH Cubed, LLC",DHTK,1,2
DH TECHNOLOGY,DH Design Solutions Inc.,DHTK,1,1
DH TECHNOLOGY,"DH Fairways, LLC",DHTK,1,1
DH TECHNOLOGY,"DH HOLDINGS CO., LTD.",DHTK,1,7
DH TECHNOLOGY,DH INFOTECH (WEIHAI) INC.,DHTK,1,4
DH TECHNOLOGY,"DH Labs, Inc.",DHTK,1,1
DH TECHNOLOGY,DH Technologies Development Pte. Ltd.,DHTK,1,243
